COD,SUBCOD,CODE1,CODE2,D_NAME,FULLNAME,ABBR,DATA_COZD,DATA_ZAKR
1910,1875,0,0,Лаборатория,Лаборатория,Лаборат,2012-10-15T00:00:00,2012-12-10T00:00:00
1911,1882,0,0,Спецлаборатория № 22А,Спецлаборатория № 22А,СЛ №22А,2012-10-15T00:00:00,2012-12-07T00:00:00
1912,1882,0,0,"Лаборатория ВТ и систем автоматизации, проектирования и научных исследований","Лаборатория ВТ и систем автоматизации, проектирования и научных исследований",Лаб. ВТ,2012-10-15T00:00:00,2012-12-07T00:00:00
1913,1878,0,0,Лаборатория,Лаборатория,Лаборат,2012-10-15T00:00:00,2012-12-10T00:00:00
1914,1898,0,0,Межкафедральная лаборатория компьютерной графики и проектирования,Межкафедральная лаборатория компьютерной графики и проектирования,МКЛ КГиП,2012-10-15T00:00:00,2013-03-02T00:00:00
1915,1904,0,0,Лаборатория № 13А,Лаборатория № 13А,Лаб.№13А,2012-10-15T00:00:00,2012-12-07T00:00:00
1916,1904,0,0,Кабинет курсового и дипломного проектирования,Кабинет курсового и дипломного проектирования,Каб.КиДП,2012-10-15T00:00:00,2012-12-07T00:00:00
1917,1885,0,0,"Лаборатория ""Инновационные исследования и моделирование машин, оборудования и систем энерг","Лаборатория ""Инновационные исследования и моделирование машин, оборудования и систем энерготехнологических комплексов""",Л ИИММОС,2012-10-15T00:00:00,2014-09-01T00:00:00
1918,1885,0,0,Лаборатория № 27Б,Лаборатория № 27Б,Лаб.№27Б,2012-10-15T00:00:00,2013-03-02T00:00:00
1919,1885,0,0,Лаборатория № 27В воздухоудаляющих устройств и вспомогательного оборудования турбиносустан,Лаборатория № 27В воздухоудаляющих устройств и вспомогательного оборудования турбиносустановок,Лаб.№27В,2012-10-15T00:00:00,2013-03-02T00:00:00
192,190,0,0,Научно-исследовательский комплекс,Научно-исследовательский комплекс,НИК,2005-12-08T00:00:00,2011-11-09T00:00:00
1920,1885,0,0,Лаборатория №27Г системного анализа и математического моделирования турбиноустановок,Лаборатория №27Г системного анализа и математического моделирования турбиноустановок,Лаб.№27Г,2012-10-15T00:00:00,2013-03-02T00:00:00
1922,1885,0,0,Кабинет курсового и дипломного проектирования,Кабинет курсового и дипломного проектирования,Каб.КиДП,2012-10-15T00:00:00,2013-03-02T00:00:00
1923,1889,0,0,Кабинет общественных наук,Кабинет общественных наук,Каб. ОН,2012-10-15T00:00:00,2012-12-10T00:00:00
1924,1891,0,0,"Лаборатория ""Деловые игры""","Лаборатория ""Деловые игры""",Л ДИ,2012-10-15T00:00:00,2014-02-01T00:00:00
1925,1891,0,0,"Лаборатория ""Информационные технологии управления энергетическим машиностроением""","Лаборатория ""Информационные технологии управления энергетическим машиностроением""",Л ИТУЭМ,2012-10-15T00:00:00,2014-02-01T00:00:00
1926,1892,0,0,Лаборатория,Лаборатория,Лаборат,2012-10-15T00:00:00,2012-12-07T00:00:00
1927,1902,0,0,Лаборатория,Лаборатория,Лаборат,2012-10-15T00:00:00,2012-12-07T00:00:00
1928,1903,0,0,Лаборатория,Лаборатория,Лаборат,2012-10-15T00:00:00,2013-03-02T00:00:00
1929,1898,0,0,Лаборатория прикладного программирования,Лаборатория прикладного программирования,Лаб. ПП,2012-10-15T00:00:00,2013-03-02T00:00:00
193,391,9,2,Участок по экспл-ции теплоэнерг. и газ. оборуд-я,Участок по эксплуатации теплоэнергетического и газового оборудования,УЭТиГОЦ,1968-11-20T00:00:00,
1930,1898,0,0,"Лаборатория ""Автоматизация производственных систем и прикладное программирование""","Лаборатория ""Автоматизация производственных систем и прикладное программирование""",Л АПСиПП,2012-10-15T00:00:00,2014-09-01T00:00:00
1931,1898,0,0,Кабинет курсового и дипломного проектирования,Кабинет курсового и дипломного проектирования,Каб.КиДП,2012-10-15T00:00:00,2013-03-02T00:00:00
1932,1899,0,0,Лаборатория систем автоматического проектирования,Лаборатория систем автоматического проектирования,Лаб.САПр,2012-10-15T00:00:00,2012-12-07T00:00:00
1933,1899,0,0,"Лаборатория ""Нормирование точности, технические измерения, стандартизация""","Лаборатория ""Нормирование точности, технические измерения, стандартизация""",ЛабНТТИС,2012-10-15T00:00:00,2012-12-07T00:00:00
1934,1899,0,0,Кабинет курсового и дипломного проектирования,Кабинет курсового и дипломного проектирования,Каб.КиДП,2012-10-15T00:00:00,2012-12-07T00:00:00
1935,1899,0,0,Межкафедральная лаборатория ТМПИиВДМ,Межкафедральная лаборатория технологических методов повышения износостойкости и восстановления деталей машин,МКЛ ТМПИ,2012-10-15T00:00:00,2012-12-07T00:00:00
1936,1900,0,0,Лаборатория,Лаборатория,Лаборат,2012-10-15T00:00:00,2012-12-10T00:00:00
1937,1900,0,0,Лаборатория ФТИЭМ,"Лаборатория ""Физико-технологические исследования и электронная микроскопия""",ЛабФТИЭМ,2012-10-15T00:00:00,2012-12-10T00:00:00
1938,1903,0,0,Межкафедральная учебно-производственная лаборатория металлообрабатывающих комплексов,Межкафедральная учебно-производственная лаборатория металлообрабатывающих комплексов,МКУПЛ МК,2012-10-15T00:00:00,2014-09-01T00:00:00
1939,1704,0,0,"Межкафедральная лаборатория ""Маркетинг ТОиИМП""","Межкафедральная лаборатория ""Маркетинг технологического оборудования и инструмента машиностроительного производства""",МКЛ МТО,2012-10-15T00:00:00,2013-03-02T00:00:00
194,190,10,0,Информационно-аналитический центр,Информационно-аналитический центр,ИАЦ,2016-03-31T00:00:00,
1940,2238,33,29,Лаборатория прикладного бакалавриата,Лаборатория прикладного бакалавриата,ЛПБ,2012-10-15T00:00:00,
1941,1885,0,0,Лаборатория № 27Д теории энергетических установок,Лаборатория № 27Д теории энергетических установок,Лаб.№27Д,2012-10-15T00:00:00,2013-03-02T00:00:00
1942,1704,0,0,Прочие подразделения,Прочие подразделения,Пр.подр.,2012-10-15T00:00:00,2013-04-19T00:00:00
1943,1942,0,0,Сектор отдела аспирантуры и докторантуры,Сектор отдела аспирантуры и докторантуры,СО АиД,2012-10-15T00:00:00,2012-11-06T00:00:00
1944,1942,0,0,Сектор учебного отдела,Сектор учебного отдела,Сек.УО,2012-10-15T00:00:00,2012-12-01T00:00:00
1945,1893,0,0,Деканат ТФ,Деканат ТФ,Дек-т ТФ,2012-10-15T00:00:00,2013-02-01T00:00:00
1946,1901,0,0,Деканат ВФ,Деканат вечернего факультета,Дек-т ВФ,2012-10-15T00:00:00,2013-02-01T00:00:00
1947,1870,0,0,Деканат ФАЗТ,Деканат факультета автоматизации заготовительных технологий,Дек.ФАЗТ,2012-10-15T00:00:00,2013-02-01T00:00:00
1948,1886,0,0,Деканат ФУ,Деканат факультета управления,Дек-т ФУ,2012-10-15T00:00:00,2013-02-01T00:00:00
1949,1877,0,0,Деканат ТСФ,Деканат турбиностроительного факультета,Дек. ТСФ,2012-10-15T00:00:00,2013-02-01T00:00:00
195,190,10,0,Отдел учета и сопровождения компетенций,Отдел учета и сопровождения компетенций,ОУиСК,2016-03-31T00:00:00,
1950,1942,0,0,Сектор Админ.О,Сектор административного отдела,Сек. АО,2012-10-15T00:00:00,2012-12-01T00:00:00
1951,1942,0,0,Сектор ОК,Сектор отдела кадров,Сек. ОК,2012-10-15T00:00:00,2012-11-01T00:00:00
1952,1942,0,0,Сектор центрального архива,Сектор центрального архива,Сек. ЦА,2012-10-15T00:00:00,2012-12-01T00:00:00
1953,1942,0,0,Сектор мобил.отдела,Сектор мобилизационного отдела,С Моб.От,2012-10-15T00:00:00,2012-11-12T00:00:00
1954,1942,0,0,Сектор гл.бухг-ии,Сектор главной бухгалтерии,С ГлБух,2012-10-15T00:00:00,2013-03-01T00:00:00
1955,1942,0,0,Сектор ОТЗ,Сектор отдела труда и заработной платы,Сек. ОТЗ,2012-10-15T00:00:00,2013-03-01T00:00:00
1956,641,11,2,Сектор отдел ДОУ,Сектор отдела дополнительных образовательных услуг,СО ДОУ,2012-10-15T00:00:00,2014-12-31T00:00:00
1957,1942,0,0,Группа по контролю охраны труда,Группа по контролю охраны труда,Гр.поКОТ,2012-10-15T00:00:00,2012-12-01T00:00:00
1958,1942,0,0,Сектор отдела МТУ и СО,Сектор отдела материально-технического учета и складского обслуживания,СО МТУ,2012-10-15T00:00:00,2013-04-19T00:00:00
1959,1942,0,0,Сектор ЭХО,Сектор эксплуатационно-хозяйственного отдела,Сек. ЭХО,2012-10-15T00:00:00,2013-03-01T00:00:00
196,2302,38,0,Высшая школа иностранных языков,Высшая школа иностранных языков,ВШИЯ,2016-09-01T00:00:00,
1960,1942,0,0,Сектор ред.отдела,Сектор редакционного отдела,С Ред.О,2012-10-15T00:00:00,2012-12-01T00:00:00
1961,1942,0,0,Сектор отдела БДиЭД,Сектор отдела безопасности движения и эксплуатации дорог,СО БДиЭД,2012-10-15T00:00:00,2013-03-01T00:00:00
1962,1641,1,6,Сектор  развития,Сектор развития,СР,2012-10-15T00:00:00,2015-06-08T00:00:00
1963,1942,0,0,Научно-исследовательский сектор,Научно-исследовательский сектор,НИС,2012-10-15T00:00:00,2012-12-01T00:00:00
1964,1942,0,0,Сектор отдела сопров-я АИУС-ВУЗА,Сектор отдела сопровождения АИУС-ВУЗА,СО АИУС,2012-10-15T00:00:00,2012-12-10T00:00:00
1965,1942,0,0,Сектор по связям с промышленностью,Сектор по связям с промышленностью,С СП,2012-10-15T00:00:00,2013-03-01T00:00:00
1966,1942,0,0,Сектор админ.-прав.отдела,Сектор административно-правового отдела,Сек. АПО,2012-10-15T00:00:00,2013-03-15T00:00:00
1967,1942,0,0,Центр дистанционных технологий,Центр дистанционных технологий,Центр ДТ,2012-10-15T00:00:00,2013-03-01T00:00:00
1968,1396,0,0,Сектор отделения проф.ориен-ции и работе со школами и регионами РФ,Сектор отделения профессиональной ориентации и работе со школами и регионами РФ,СО ПОиР,2012-10-15T00:00:00,2013-02-01T00:00:00
1969,1942,0,0,Сектор отдела уч.лит-ры,Сектор отдела учебной литературы,СО УЛ,2012-10-15T00:00:00,2012-12-01T00:00:00
197,2302,38,0,Высшая школа общественных наук,Высшая  школа общественных наук,ВШОН,2016-09-01T00:00:00,
1970,1858,31,55,"Редакция ""Инженерно-строительного журнала""","Редакция ""Инженерно- строительного журнала""",ИСЖ,2012-10-01T00:00:00,
1971,1601,3,5,Технический отдел,Технический отдел,ТО,2011-09-27T00:00:00,2016-03-03T00:00:00
1972,1601,3,5,Производственно-учебный комплекс,Производственно-учебный комплекс,ПУК,2011-09-27T00:00:00,2016-03-03T00:00:00
1973,339,1,6,Сектор  полного кадрового делопроизводства (ИМ),Сектор  полного кадрового делопроизводства (ИМ),СП,2012-11-01T00:00:00,2014-04-15T00:00:00
1974,499,1,16,Сектор управления документацией,Сектор управления документацией,СУД,2012-12-01T00:00:00,
1975,742,0,0,Сектор оперативной полиграфии,Сектор оперативной полиграфии,СОП,2012-12-01T00:00:00,2014-06-09T00:00:00
1976,356,11,3,Отдел обслуживания при Институте машиностроения,Отдел обслуживания при Институте машиностроения,О Обсл,2012-12-01T00:00:00,2015-05-01T00:00:00
1977,64,9,1,Отдел экспл.-хоз.работ и благоустр-ва (Полюстровский),Отдел эксплуатационно-хозяйственных работ и благоустройства (Полюстровский),ОЭХРиБ,2012-12-01T00:00:00,
1978,312,11,2,Сектор полного студенческого делопроизводства,Сектор полного студенческого делопроизводства,СПСДП,2012-12-01T00:00:00,
1979,501,1,16,"Сектор ""ПИМаш""","Сектор ""ПИМаш""",СПим,2012-12-01T00:00:00,2013-12-09T00:00:00
198,192,0,0,Отдел целевых программ и проектов,Отдел целевых программ и проектов,ОЦПиП,2005-04-08T00:00:00,2011-11-09T00:00:00
1980,1860,33,57,Сектор информационного обеспечения прикладного бакалавриата,Сектор информационного обеспечения прикладного бакалавриата,СИОПБ,2012-12-10T00:00:00,
1981,207,41,11,"Кафедра ""Базовая подготовка иностранных граждан""","Кафедра ""Базовая подготовка иностранных граждан""",БПИГ,2012-12-10T00:00:00,
1982,1860,33,1,"Кафедра ""Машиноведение и основы конструирования""","Кафедра ""Машиноведение и основы конструирования""",МОК,2012-12-10T00:00:00,
1983,2342,43,1,"НОЦ ""Возобновляемые виды энергии и установки на их основе"""," Научно-образовательский центр ""Возобновляемые виды энергии и установки на их основе"" (НОЦ ""ВИЭ"")",НОЦ ВИЭ,2012-12-10T00:00:00,
1984,1983,43,1,"НИО ""Технологии преобразования энергии возобновляемых источников""","Научно-исследовательское отделение ""Технологии преобразования энергии возобновляемых источников""",НИО ТПЭ,2012-12-10T00:00:00,
1985,1983,43,1,"УНЛ ""Информационные технологии в энергетике""","Учебно-научная лаборатория ""Информационные технологии в энергетике""",УНЛ ИТвЭ,2012-12-10T00:00:00,
1986,6,31,1,"УНЦ ""Технологии преобразования энергии возобновляемых источников""","Учебно-научный центр ""Технологии преобразования энергии возобновляемых источников""",УНЦ ТПЭ,2012-12-10T00:00:00,
1987,6,31,1,"УНЦ ""Студенческое проектно-конструкторское бюро малой гидроэнергетики""","Учебно-научный центр ""Студенческое проектно-конструкторское бюро малой гидроэнергетики""",УНЦ СПКБ,2012-12-10T00:00:00,2013-01-31T00:00:00
1988,55,33,24,Лаборатория,Лаборатория,Лаб-я,2012-12-10T00:00:00,2015-03-02T00:00:00
1989,1982,33,1,"Лаборатория ""Проектирование и компьютерное моделирование процессов в трибосистемах""","Лаборатория ""Проектирование и компьютерное моделирование процессов в трибосистемах""",ЛПКМПТ,2012-12-10T00:00:00,
199,391,9,2,Участок по  ремонту теплоэнерг. и газ. оборуд-я,Участок по  ремонту теплоэнергетического и газового оборудования,УРТиГОЦ,1968-11-20T00:00:00,
1990,1982,33,1,Лаборатория ФТИЭМ,"Лаборатория ""Физико-технологические исследования и электронная микроскопия""",ЛФТИЭМ,2012-12-10T00:00:00,
1991,1982,33,1,"Лаборатория ""Машиноведение и надежность систем""","Лаборатория ""Машиноведение и надежность систем""",ЛМНС,2012-12-10T00:00:00,
1992,1982,33,1,"Лаборатория ""Масла, смазки и смазочные материалы""","Лаборатория ""Масла, смазки и смазочные материалы""",ЛМССМ,2012-12-10T00:00:00,
1993,61,33,5,"""Лаборатория дизайна""","""Лаборатория дизайна""",ЛД,2012-12-10T00:00:00,
1994,420,31,53,"НИЛ строительных конструкций и материалов ""Политех-СКиМ-тест""","Научно-испытательная лаборатория строительных конструкций и материалов ""Политех-СКиМ-тест""",НИЛ СКиМ,2012-12-10T00:00:00,
1995,1862,35,3,"Кафедра ""Системы и технологии управления""","Кафедра ""Системы и технологии управления""",СТУ,2012-12-10T00:00:00,
1996,1995,35,3,УНЛ интеллектуальных систем и технологий,УНЛ интеллектуальных систем и технологий,УНЛ ИСТ,2012-12-10T00:00:00,
1997,1995,35,3,"Учебная лаборатория ""Компьютерные технологии""","Учебная лаборатория ""Компьютерные технологии""",УЛ КТ,2012-12-10T00:00:00,
1998,1995,35,3,"Учебная лаборатория ""Микропроцессорные средства""","Учебная лаборатория ""Микропроцессорные средства""",УЛ МС,2012-12-10T00:00:00,
2,1,0,0,Инженерно-строительный факультет,Инженерно-строительный факультет,ИСФ,1998-12-23T00:00:00,2013-02-01T00:00:00
20,2,0,0,Центр экологического образования,Центр экологического образования,ЦЭО,1993-04-07T00:00:00,2013-01-31T00:00:00
200,391,9,2,Участок по экспл-ции и ремонту оборуд-я МНСиКУ,Участок по эксплуатации и ремонту оборудования мазутно-насосной станции и компрессорных установок,УЭиРМНС,1968-11-20T00:00:00,2009-04-15T00:00:00
2009,77,34,15,Лаборатория,Лаборатория,Л,2012-12-10T00:00:00,
201,1587,0,0,Отдел НИР со студентами,Отдел научно-исследовательской работы со студентами,ОНИРС,2005-12-19T00:00:00,2013-04-01T00:00:00
2012,1885,0,0,Лаборатория № 13А,Лаборатория № 13А,Лаб.№13А,2012-12-10T00:00:00,2013-03-02T00:00:00
2013,1885,0,0,"Лаборатория ВТ и сис-м автоматизации, проект-ия и научных иссл-ий","Лаборатория ВТ и систем автоматизации, проектирования и научных исследований",Л ВТиСАП,2012-12-10T00:00:00,2013-03-02T00:00:00
2014,1885,0,0,Спецлаборатория № 22А,Спецлаборатория № 22А,СЛаб№22А,2012-12-10T00:00:00,2013-03-02T00:00:00
2015,1872,0,0,Лаборатория № 26А ренгеноструктурного анализа,Лаборатория № 26А ренгеноструктурного анализа,Лаб.№26А,2012-12-10T00:00:00,2013-03-02T00:00:00
2016,1872,0,0,Лаборатория № 26В,Лаборатория № 26В,Лаб.№26В,2012-12-10T00:00:00,2013-03-02T00:00:00
2017,1898,0,0,Лаборатория,Лаборатория,Лаб.,2012-12-10T00:00:00,2013-03-02T00:00:00
2018,1903,0,0,Кабинет курсового и дипл.проект-ия,Кабинет курсового и дипломного проектирования,К КиДП,2012-12-10T00:00:00,2013-03-02T00:00:00
2019,1903,0,0,"Лаборатория ""Норм-ие точности, тех.измерения, стандартизация""","Лаборатория ""Нормирование точности, технические измерения, стандартизация""",Л НТТИС,2012-12-10T00:00:00,2013-03-02T00:00:00
202,191,0,0,Кафедра упр-я и защиты в ЧС,"Кафедра ""Управление и защита в чрезвычайных ситуациях""",КУиЗЧС,1968-11-20T00:00:00,2007-06-30T00:00:00
2020,1903,0,0,Лаборатория САПр,Лаборатория систем автоматического проектирования,Л САПр,2012-12-10T00:00:00,2013-03-02T00:00:00
2021,1903,0,0,Межкафедральная лаборатория ТМПИиВДМ,Межкафедральная лаборатория технологических методов повышения износостойкости и восстановления деталей машин,МКЛ ТМПИ,2012-12-10T00:00:00,2013-03-02T00:00:00
2022,176,38,15,Кабинет общественных наук,Кабинет общественных наук,КОН,2012-12-10T00:00:00,2015-04-01T00:00:00
2023,1859,32,21,"Кафедра ""Атомная и тепловая энергетика""","Кафедра ""Атомная и тепловая энергетика""",АиТЭ,2012-12-10T00:00:00,
2024,28,32,15,"НУТЦ""Электротехнология""","Научно-учебно-технологический центр ""Электротехнология""",НУТЦЭТ,2012-12-07T00:00:00,
2025,1860,33,11,"Кафедра ""Металлургические технологии""","Кафедра ""Металлургические  технологии""",МТ,2012-12-10T00:00:00,2015-03-02T00:00:00
2026,1860,33,12,"Кафедра ""Металлургические и литейные технологии""","Кафедра ""Металлургические и литейные технологии""",МЛТ,2012-12-10T00:00:00,
2027,1860,33,14,"Кафедра ""Технология  и исследование материалов""","Кафедра ""Технология и исследование материалов""",ТИМ,2012-12-10T00:00:00,
2028,2027,33,14,Центр новых материалов,Центр новых материалов,ЦНМ,2012-12-10T00:00:00,
2029,2026,33,12,Лаборатория,Лаборатория,Л,2012-12-10T00:00:00,
203,739,0,0,Учебно-методическая лаборатория,Учебно-методическая лаборатория,УМЛ,1968-11-20T00:00:00,2007-03-01T00:00:00
2033,1863,37,0,Отделение экономики и менеджмента,Отделение экономики и менеджмента,Отд. ЭиМ,2012-12-10T00:00:00,2014-05-01T00:00:00
2034,1863,37,0,"Отделение ""Международная высшая школа управления""","Отделение ""Международная высшая школа управления""",Отд.МВШУ,2012-12-10T00:00:00,2014-05-01T00:00:00
2035,1863,37,0,Отделение государственного и муниципального управления,Отделение государственного и муниципального управления,Отд. ГМУ,2012-12-10T00:00:00,2014-05-01T00:00:00
2036,1861,34,0,Отделение физики и нанотехнологий,Отделение физики и нанотехнологий,Отд.ФиН,2012-12-10T00:00:00,2014-12-01T00:00:00
2037,1861,34,0,Отделение электроники и телекоммуникаций,Отделение электроники и телекоммуникаций,Отд.ЭиТ,2012-12-10T00:00:00,2014-12-01T00:00:00
2038,1861,34,0,Отделение медицинской физики и биоинженерии,Отделение медицинской физики и биоинженерии,Отд.МФиБ,2012-12-10T00:00:00,2014-12-01T00:00:00
2039,1866,0,0,Отделение гуманитарного образования,Отделение гуманитарного образования,О ГО,2012-12-10T00:00:00,2013-06-20T00:00:00
204,189,0,0,Мастерская по рем.и обсл. автомоб. техники,Мастерская по ремонту и обслуживанию автомобильной техники,МРиОАТ,1968-11-20T00:00:00,2007-03-01T00:00:00
2040,1866,0,0,Юридическое отделение,Юридическое отделение,ЮО,2012-12-10T00:00:00,2013-07-01T00:00:00
2042,207,41,0,Отделение базовой подготовки иностранных граждан,Отделение базовой подготовки иностранных граждан,Отд.БПИГ,2012-12-10T00:00:00,2015-02-03T00:00:00
2043,1859,32,0,Электромеханическое отделение,Электромеханическое отделение,Элек.отд,2012-12-10T00:00:00,2014-02-27T00:00:00
2044,1859,32,0,Энергомашиностроительное отделение,Энергомашиностроительное отделение,Эн.отд.,2012-12-10T00:00:00,2014-02-27T00:00:00
2045,1860,33,0,Отделение технологий материалов,Отделение технологий материалов,Отд. ТМ,2012-12-10T00:00:00,2015-01-01T00:00:00
2046,1860,33,0,Отделение технологий машиностроения,Отделение технологий машиностроения,Отд.ТехМ,2012-12-10T00:00:00,2015-01-01T00:00:00
2047,1165,39,2,"Лаборатория ""Безопасность жизнедеятельности и промышленная экология""","Лаборатория ""Безопасность жизнедеятельности и промышленная экология""",ЛБЖДиПЭ,2012-12-19T00:00:00,
2048,469,41,12,Центр тестирования граждан зарубежных стран по русскому языку,Центр тестирования граждан зарубежных стран  по русскому  языку,ЦТГ,2010-07-22T00:00:00,
205,392,9,2,Участок по эксплуатации теплоэнерг. и газ. оборуд-я,Участок по эксплуатации теплоэнергетического и газового оборудования,УЭТиГО,1968-11-20T00:00:00,
2050,1525,3,5,Центр компетенции внедрения новых материалов и технологий,Центр компетенции  внедрения новых материалов и технологий,ЦКНММ,2012-11-19T00:00:00,
2051,281,0,0,Университетский политехнический колледж,Университетский политехнический колледж,УПК,2013-01-01T00:00:00,2013-01-01T00:00:00
2052,1859,32,25,"Кафедра ""Двигатели, автомобили и гусеничные машины""","Кафедра ""Двигатели,автомобили  и гусеничные  машины""",ДАиГМ,2012-12-28T00:00:00,2016-01-31T00:00:00
2053,1859,32,22,"Кафедра ""Турбины, гидромашины и авиационные двигатели""","Кафедра ""Турбины, гидромашины и авиационные двигатели""",ТГиАД,2012-12-28T00:00:00,
2054,1579,9,1,"УЦ ""Политех-Авто""","Учебный центр ""Политех-Авто""",УЦПА,2012-12-28T00:00:00,
2055,1525,3,5,Отдел  развития  научно-технологических проектов,Отдел   развития научно-технологических проектов,ОРНТП,2013-02-01T00:00:00,
2056,1525,3,5,Центр энергетических и технологических обследований,Центр энергетических  и технологических обследований,ЦЭТО,2013-02-01T00:00:00,2016-03-03T00:00:00
2057,207,41,0,Отделение международных отношений,Отделение международных отношений,Отд.МО,2013-01-01T00:00:00,2015-02-03T00:00:00
2058,1981,41,11,Лаборатория общей химии,Лаборатория общей химии,ЛОХ,2013-01-21T00:00:00,
2059,1981,41,11,Лаборатория общей физики,Лаборатория общей физики,ЛОФ,2013-01-21T00:00:00,
206,392,9,2,Участок по ремонту теплоэнерг. и газ. оборуд-я,Участок по ремонту теплоэнергетического и газового оборудования,УРТиГО,1968-11-20T00:00:00,
2060,1981,41,11,Лаборатория информатики,Лаборатория  информатики,ЛИ,2013-01-21T00:00:00,2014-09-12T00:00:00
2061,469,41,12,Учебно-методическая лаборатория русского языка как иностранного,Учебно-методическая лаборатория русского языка как иностранного,УМЛРЯ,2013-01-21T00:00:00,
2062,1863,37,0,Дирекция,Дирекция,Дирекция,2013-02-01T00:00:00,
2063,1865,39,0,Дирекция,Дирекция,Дирекция,2013-02-01T00:00:00,
2064,56,39,54,Управление ФВО,Управление  ФВО,УправФВО,2013-02-01T00:00:00,
2065,1862,35,0,Дирекция,Дирекция,Дирекция,2013-02-01T00:00:00,
2066,1862,35,0,Специализированный центр защиты информации,Специализированный центр защиты информации,СпецЦ ЗИ,2013-02-01T00:00:00,2013-02-01T00:00:00
2067,1861,34,0,Дирекция,Дирекция,Дирекция,2013-02-01T00:00:00,
2068,1867,0,0,Дирекция,Дирекция,Дирекция,2013-02-01T00:00:00,2014-10-01T00:00:00
2069,1866,0,0,Отдел по работе со студентами,Отдел по работе со студентами,ОРС,2013-02-01T00:00:00,2013-02-01T00:00:00
207,1,41,0,Институт международных образовательных программ,Институт международных образовательных программ,ИМОП,1968-11-20T00:00:00,
2070,1858,31,0,Дирекция,Дирекция,Дирекция,2013-02-01T00:00:00,
2071,1704,0,0,Дирекция,Дирекция,Дирекция,2013-02-01T00:00:00,2014-09-01T00:00:00
2072,2302,38,0,Дирекция,Дирекция,Дирекция,2013-02-01T00:00:00,
2073,1158,42,55,Учебная лаборатория,Учебная лаборатория,УЛ,2013-02-01T00:00:00,
2074,422,32,55,"НИЛ ""Энергетическое машиностроение""","Научно-исследовательская лаборатория ""Энергетическое машиностроение""",НИОЭнМс,2013-02-01T00:00:00,
2075,1859,32,0,Дирекция,Дирекция,Д,2013-02-01T00:00:00,
2076,1860,33,54,НИО ИММиТ,"Научно-исследовательский отдел Института металлургии, машиностроения и транспорта",НИО ИММТ,2013-01-31T00:00:00,
2077,1860,33,0,Дирекция,Дирекция,Дирекция,2013-01-31T00:00:00,
2078,1860,33,56,ПНИЛ ИММиТ,"Проблемная научно-исследовательская лаборатория Института металлургии, машиностроения и транспорта",ПНИЛ ИММ,2013-01-31T00:00:00,
2079,1860,33,55,"НОЦ ""FMC-Политехник""","Научно-образовательный центр ""FMC-Политехник""",НОЦ FMC,2013-01-31T00:00:00,
208,305,11,30,Дирекция основных образовательных программ,Дирекция основных образовательных программ,ДООП,2016-04-04T00:00:00,
2080,281,11,28,Малый политехнический университет,Малый политехнический  университет,МПУ,2013-02-01T00:00:00,
2081,2050,3,5,Лаборатория повышения уровня технологических знаний,Лаборатория повышения  уровня технологических знаний,ЛПТЗ,2013-03-01T00:00:00,2016-03-03T00:00:00
2082,2050,3,5,Лаборатория  адаптации технологических процессов,Лаборатория адаптации технологических процессов,ЛАТП,2013-03-01T00:00:00,
2083,2050,3,5,Лаборатория системных решений и обеспечения жизненного цикла,Лаборатория системных решений и обеспечения жизненного цикла,ЛСОР,2013-03-01T00:00:00,
2084,1525,3,5,Научно-технологический комплекс опытно-конструкторских проектов,Научно-технологический комплекс опытно-консмтрукторских проектов,НТК ОКП,2013-02-11T00:00:00,2016-03-03T00:00:00
2085,1525,3,5,"Научно-технологический комплекс ""Лазерные и сварочные технологии""","Научно-технологический комплекс ""Лазерные и сварочные технологии""",НТК ЛСТ,2013-02-11T00:00:00,
2086,2076,33,54,НИЛ мехатроники,Научно-исследовательская лаборатория мехатроники,НИЛ меха,2013-02-01T00:00:00,
2087,2056,3,5,Научно-исследовательская лаборатория  энергоэкологических обследований,Научно-исследовательская лаборатория энергоэкологических обследований,НИЛ ЭЭО,2013-03-01T00:00:00,2016-03-03T00:00:00
2088,2056,3,5,Электролаборатория,Электролаборатория,ЭЛ,2013-03-01T00:00:00,2016-03-03T00:00:00
2089,1864,36,0,Дирекция,Дирекция,Дирекция,2013-02-01T00:00:00,
209,492,9,1,Отдел безопасности  дорожного  движения,Отдел безопасности  дорожного  движения,ОБДД,1968-11-20T00:00:00,
2090,1864,36,51,"НИЛ ""Актуальные проблемы прочности и физики металлов""","Научно-исследовательская лаборатория ""Актуальные проблемы прочности и физики металлов""",НИЛ АПП,2013-02-01T00:00:00,
2091,1864,36,52,"НИЛ ""Компьютерное моделирование фазовых превращений в материалах""","Научно-исследовательская лаборатория ""Компьютерное моделирование фазовых превращений в материалах""",НИЛ КМФП,2013-02-01T00:00:00,
2092,1864,36,53,"НИЛ ""Нано- и мезоструктурный анализ и диагностика материалов""","Научно-исследовательская лаборатория ""Нано- и мезоструктурный анализ и диагностика материалов""",НИЛ НиМА,2013-02-01T00:00:00,
2093,1864,36,70,Учебная лаборатория теплофизики,Учебная лаборатория теплофизики,УЛ Т,2013-02-01T00:00:00,
2094,1864,36,69,"Учебная лаборатория ""Физика прочности и пластичности материалов""","Учебная лаборатория ""Физика прочности и пластичности материалов""",УЛ ФПиПМ,2013-02-01T00:00:00,
